ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE
38049R99TX,32,M,203666.0,11,1
38054V33LD,54,F,183381.33333333334,282,0
38055W62FD,62,F,249770.66666666666,592,1
38057Y51DP,38,M,338425.0,361,1
38058B60TA,62,F,462885.3333333333,275,1
38059C70VT,37,M,363100.0,281,0
38061G04HF,34,M,238059.0,134,1
38062J92PS,50,M,201122.0,273,0
38068F27JP,48,F,413584.0,661,1
38068Q03TD,37,M,240759.0,213,0
38069V85TT,27,M,128336.0,345,0
38075Y76EF,31,F,331290.3333333334,87,1
38078Z75OB,56,M,554475.0,423,1
38087S20DI,53,M,391879.0,261,1
38088Q76QA,65,M,520045.0,241,1
38090D63QO,47,F,277712.0,253,0
38092L90TI,43,M,420834.0,376,1
38099X94DF,37,M,675184.0,657,1
38103W69RD,62,M,628008.0,115,1
38105E96XW,36,M,313314.0,428,1
38107N83UT,62,F,102301.33333333333,58,0
38117X13WQ,42,M,424522.0,287,0
38120F82GJ,27,F,397413.3333333333,128,1
38122P56IV,28,F,363261.3333333333,437,0
38125F47NX,43,F,330090.6666666667,301,0
38126W39JA,29,F,447002.6666666666,480,1
38128M29QF,55,M,168182.0,198,1
38131N20KR,59,M,147122.0,465,0
38131Z52DX,40,M,109239.0,382,1
38133Y92VO,50,M,138948.0,499,1
38138E61ZG,63,F,262106.66666666666,11,0
38139Q86UX,65,F,361797.3333333333,202,0
38141D57XT,32,F,291098.6666666667,235,0
38153P27KF,37,F,376248.0,444,1
38153P41UA,36,F,353730.6666666667,65,0
38154I55OH,30,M,285403.0,341,0
38154N38KP,34,M,226716.0,197,0
38158Z82LE,37,M,410305.0,343,1
38163S28CO,25,F,331330.0,428,1
38169I54NK,27,M,127551.0,417,0
38169Y92WB,25,F,448794.6666666666,305,1
38175I85ON,64,M,299192.0,426,1
38178C30GM,54,F,472013.3333333333,363,1
38178T38SL,32,F,332345.0,381,1
38182P05VZ,50,F,731746.6666666666,308,1
38188X61HH,57,F,402768.0,166,1
38189W84DS,44,M,433554.0,308,0
38190F92HK,46,M,360583.0,348,1
38192D09CB,29,F,440117.6666666666,415,1
38195G82VX,63,F,432960.0,938,0
38199B69CL,46,F,277976.0,210,1
38212O18UE,26,M,282588.0,317,1
38212Q90GZ,58,M,225558.0,285,1
38213G68EV,43,M,708816.0,694,1
38213L79OU,56,M,555981.0,453,1
38214Y71WQ,33,F,312781.3333333333,235,0
38215W67KU,25,F,303722.0,446,0
38220K03UQ,65,F,246304.0,205,0
38223G60RU,50,M,108514.0,33,0
38223Y59GS,59,F,353240.0,267,1
38230T53MO,48,M,425563.0,314,0
38237B73FQ,53,F,366800.0,337,0
38240C36AF,41,M,507661.3333333333,990,1
38242E79HX,64,M,136746.0,595,1
38247L38JS,49,M,457169.0,356,1
38258Y34KY,60,M,623390.0,659,1
38261I87RM,58,F,229325.33333333334,213,0
38273N58DD,38,F,462800.0,381,1
38273V20II,55,F,365021.3333333333,215,0
38278U63AH,55,M,227589.0,427,1
38284A66YV,45,M,507362.6666666667,368,1
38284H89VN,41,F,529712.0,280,0
38285W42HE,60,M,86732.0,326,0
38286Z26XL,27,F,477440.0,292,1
38295K24FF,26,F,206656.0,234,1
38300V58RE,39,F,682880.0,426,0
38307A50PQ,36,F,502573.3333333333,362,1
38308X99WL,64,M,585126.0,1017,1
38315C13ZG,57,F,81301.33333333333,595,0
38320R38GG,46,M,320643.0,204,0
38323X34ST,46,M,385993.0,186,0
38327E56XL,62,F,500157.3333333333,126,1
38328P96DC,51,M,274293.0,458,1
38332N67UV,54,F,383290.6666666667,181,0
38332X22GV,27,M,225175.0,276,0
38335R92OM,55,M,448847.0,159,1
38337U45BP,45,M,473773.0,435,1
38341D36CD,25,F,369240.0,285,0
38343P12MB,45,M,650242.6666666666,230,1
38346P48SW,26,M,217039.0,31,0
38348R60KL,51,M,724263.0,481,1
38351J58YO,26,M,245504.0,298,0
38355E43SK,50,M,198464.0,395,1
38355V26HI,28,F,436320.0,270,1
38356Q38LD,30,F,342632.0,498,0
38357O41WR,56,M,576580.0,292,1
38363D81DW,50,M,511784.0,117,0
38363L14WX,52,M,785758.0,87,0
38363Q67JL,32,F,351362.6666666667,294,0
38369K65DV,38,M,607386.6666666666,341,1
38376Q86ZK,56,F,149264.0,233,0
38378B22PG,51,M,109327.0,279,0
38379D59LL,43,M,229062.0,441,1
38379R22LS,65,F,502848.0,287,0
38385U77PH,65,F,501930.6666666667,243,0
38386K70RU,64,M,775792.0,315,0
38390G43KJ,35,M,287497.0,406,1
38391Z62JD,27,M,289518.0,312,0
38394S44SS,56,F,507117.3333333333,94,1
38395G32OP,45,F,646301.3333333334,290,0
38395I54NT,29,M,200652.0,724,1
38402P63YP,44,M,574266.6666666666,232,0
38404S73TZ,63,M,552637.0,476,1
38406E34VP,63,M,608966.0,214,0
38414W02FS,37,F,680237.3333333334,145,0
38418P66SQ,42,M,395713.0,202,1
38421P18KI,53,F,470845.3333333333,745,1
38423A76XI,37,M,185283.0,296,1
38426M85YC,54,F,251509.33333333334,295,0
38438O04FU,57,M,754630.0,358,0
38441I86UZ,47,M,328547.0,406,1
38443E09LA,50,M,270446.0,221,0
38447Z16DC,58,F,278437.3333333333,467,1
38448Z31BH,65,M,229871.0,444,1
38449C20DG,64,M,410784.0,296,0
38450C44AY,42,F,427482.6666666667,268,0
38450Q15JN,56,M,493982.0,353,0
38452V42FO,55,F,502250.6666666667,73,1
38455D95GX,42,F,585858.6666666666,233,1
38458C41TB,51,F,522168.0,103,1
38485X78OC,43,F,349474.6666666667,354,0
38489H36JR,51,F,364333.3333333333,622,1
38490H57BV,37,F,533744.0,207,1
38490K57PL,28,F,407501.3333333333,339,0
38492T55ZM,26,M,239115.0,349,1
38493T01ZC,39,M,250021.0,428,1
38499G46JE,35,F,472208.0,136,1
38505Q63TF,51,F,252541.33333333334,131,0
38506G65FC,59,F,347314.6666666667,307,1
38508B04UD,35,F,428181.3333333333,272,0
38509P76OO,32,M,158500.0,207,0
38512T87ES,55,M,603499.0,5,1
38517F84VQ,33,F,377648.0,412,1
38517Y75YR,44,M,774978.6666666666,494,1
38522M09BO,63,M,151483.0,297,0
38522X72WY,64,M,557107.0,267,0
38524C35WU,43,F,495016.0,425,1
38528B27RE,45,M,363161.0,284,1
38535P32LT,53,M,291149.0,7,0
38537X97AE,39,F,661157.3333333334,243,1
38538E77GZ,55,M,255947.0,137,0
38538X15WX,29,F,148490.66666666666,381,0
38540T50XC,28,F,432696.6666666666,426,1
38541J64JS,57,M,520917.0,1006,1
38542O63ZW,54,F,383202.6666666667,65,1
38544A45PS,59,F,519154.6666666667,145,1
38544L32XV,56,F,137954.66666666666,270,0
38545I66XL,47,M,114996.0,275,0
38545Y72CJ,53,F,145146.66666666666,113,0
38546H57AK,36,M,178710.0,306,0
38548L46RN,62,F,111928.0,415,0
38549Q61AH,34,M,121062.0,425,1
38552A18LO,35,M,280248.0,314,1
38552A41XE,54,M,340481.0,433,1
38557U18QU,54,F,230520.0,370,1
38559C48CN,53,M,588889.0,540,1
38560O95RN,62,F,469866.6666666667,629,1
38565W36NA,31,M,152506.0,245,0
38567R72XP,53,F,181589.33333333334,425,1
38568K20ZM,54,F,359160.0,989,1
38582T96TA,60,F,303632.0,355,0
38584W24OY,29,F,418470.6666666666,306,1
38585W52FF,54,M,763387.0,621,1
38588O45QR,62,F,453104.0,944,1
38593D48WJ,28,M,174801.0,353,1
38593F45HK,53,M,217576.0,85,0
38593R84IB,26,M,244172.0,444,1
38598D55LQ,51,M,334493.0,1000,1
38600I80TG,61,M,167638.0,280,0
38603Y56OE,28,M,277156.0,359,0
38607N34RZ,42,F,778152.0,601,1
38610F58DJ,60,F,357424.0,282,1
38615J64SJ,33,M,167876.0,398,1
38621W62LF,49,M,260074.0,328,0
38628Y35UL,37,M,345376.0,421,1
38630Y75RW,43,M,437665.0,137,0
38631T29YI,35,M,181907.0,359,1
38632D87OM,44,F,471368.0,427,1
38635Z07UA,32,F,449009.3333333334,466,1
38636U74RZ,56,M,365721.0,286,0
38637S13ZV,64,M,435391.0,228,0
38637X94OJ,54,F,489845.3333333333,396,1
38638X45FG,61,F,392328.0,204,0
38642P02JX,35,F,290826.6666666667,224,0
38643Q38PW,29,F,410725.3333333333,467,1
38644H05SD,25,F,414490.6666666667,432,1
38646D98TY,40,F,475938.6666666667,387,1
38648J11WA,56,F,200477.33333333334,287,0
38653H45NR,33,F,399981.3333333334,248,0
38656A49VQ,54,M,365148.0,346,1
38656F95WH,54,M,439034.0,257,1
38658I57TB,53,M,702177.0,123,0
38658S04TK,42,F,384162.6666666667,164,0
38666T02TX,39,F,453082.6666666667,206,0
38666T84HJ,46,M,392954.0,93,1
38667C74CC,47,F,434210.6666666667,449,1
38672B64CG,61,F,233674.66666666666,45,0
38676B90PL,33,M,275818.0,219,0
38677H97NR,37,M,274478.0,368,0
38678P28UP,26,M,234304.0,82,1
38686U82YK,62,F,217480.0,192,0
38687G83FG,57,F,190242.66666666666,394,1
38689R56JI,62,M,244386.0,221,1
38690G51OO,50,M,789125.3333333334,443,1
38690K46LE,51,M,503290.0,41,1
38691I46JE,35,M,228279.0,456,1
38696O77QN,61,M,708741.0,325,0
38699A54YE,62,F,114989.33333333333,208,0
38699N62CC,49,M,329671.0,499,1
38702W60JF,63,M,481627.0,46,0
38704R45JC,46,F,534074.6666666666,264,1
38706W95RD,59,F,328978.6666666667,304,0
38712I93BX,29,M,118538.0,217,0
38712Q19BB,63,M,207268.0,205,1
38713Q37CA,36,F,461098.6666666667,500,1
38715F89TD,50,M,385028.0,499,1
38719W75VS,41,F,569701.3333333334,276,1
38720M35EL,54,M,215230.0,780,1
38721L69CE,55,F,117298.66666666667,134,0
38722I59PR,53,F,494474.6666666667,386,1
38723K85HJ,55,F,180440.0,301,0
38725K34JO,46,F,779805.3333333334,431,1
38726N23CX,64,F,338301.3333333333,493,1
38734N96IS,35,M,162561.0,748,1
38753F23WD,50,M,406038.0,147,1
38755U96XP,29,M,102997.0,838,1
38758K27JF,65,F,116754.66666666667,331,0
38762T55UD,43,F,300376.0,463,1
38763D80TF,41,M,212633.0,267,1
38764T97TJ,63,F,84701.33333333333,639,0
38766R04UI,55,F,318970.6666666667,330,1
38767P91SS,36,F,391986.6666666667,77,0
38768G59AZ,49,M,322177.0,273,0
38770Y81XI,56,F,325477.3333333333,56,0
38777U65UT,49,M,348430.0,335,0
38779N61XR,54,M,744229.0,259,0
38780C97GH,31,M,140612.0,213,0
38781O31VN,58,F,314016.0,181,0
38786R39DP,38,F,304890.6666666667,266,0
38793F17TO,48,M,463818.0,469,1
38796O27TP,41,F,338077.3333333333,874,1
38796P52NB,55,F,205549.33333333334,231,1
38798U58ZN,34,F,337312.0,228,0
38798Z28QH,49,M,587176.0,497,1
38799K75EU,57,F,195026.66666666666,624,1
38800W27CL,44,F,796402.6666666666,602,1
38801H89EM,27,F,435406.0,331,0
38803Z96MU,36,M,399295.0,368,1
38804S60EP,33,M,299322.0,113,0
38806S39AT,49,M,576978.6666666666,225,0
38808S77JX,53,F,127690.66666666667,244,0
38808U45IQ,56,F,379005.3333333333,618,1
38809N51RB,61,M,634467.0,9,0
38811B33ZU,43,M,145984.0,249,0
38815Q93BD,26,M,207617.0,93,1
38823J87ZW,31,M,164551.0,466,1
38824T38ZD,33,M,232237.0,53,1
38825W54PX,65,F,430176.0,336,0
38836D19XS,57,F,426618.6666666667,999,1
38836S09FK,53,M,161102.0,738,1
38845D21GL,53,M,311559.0,32,0
38847L64WB,47,M,551730.6666666666,424,0
38848W67JK,39,M,175168.0,161,1
38850N08WC,38,M,238164.0,315,0
38851L40AQ,26,F,326453.3333333334,389,1
38852M30MA,58,F,246050.66666666666,495,0
38854B90IQ,44,F,798445.3333333334,238,1
38858I58MU,31,F,360277.3333333334,365,0
38858V84FF,27,M,110902.0,229,0
38860V13KP,57,M,797664.0,366,0
38864J71MZ,28,F,255456.0,273,0
38866U70AR,56,F,138738.66666666666,355,0
38877T55JS,32,M,206620.0,277,1
38878F36RU,30,F,271202.6666666667,258,0
38882O07LW,36,M,732813.3333333334,213,0
38883T40RB,64,F,488808.0,445,1
38883X48KK,51,F,463178.6666666667,297,1
38895A48JG,51,F,232994.66666666666,460,1
38895M01AL,39,M,382954.0,440,1
38896L93TK,40,F,359858.6666666667,93,0
38897H56GD,38,F,720128.0,139,0
38898W93JG,58,M,688932.0,272,0
38899J26ON,35,M,219167.0,901,1
38899Z54GY,47,F,560712.0,84,1
38900Q88MX,41,M,232395.0,292,1
38909B26QD,63,M,167303.0,329,0
38909U42VK,55,M,462372.0,304,0
38923G13NZ,63,M,402823.0,482,1
38924P65SA,44,M,210924.0,337,1
38925X43FE,30,M,178741.0,429,1
38930U14ZV,30,F,377072.0,342,0
38933L61RA,41,M,403204.0,391,0
38933P82AV,47,M,626520.0,229,1
38935T53LI,39,M,628114.6666666666,228,1
38937P26QM,53,F,339328.0,743,1
38941E48IU,42,M,602322.6666666666,117,1
38944H22XV,47,F,307925.3333333333,226,0
38946H90XA,44,M,153566.0,446,0
38950V08NA,32,F,388872.0,340,1
38954D44HX,37,M,146599.0,350,0
38955I55GI,59,M,191010.0,436,1
38956G76YV,41,M,439054.0,276,0
38957F48TV,56,M,593408.0,326,1
38958P84BL,57,M,115492.0,281,0
38959N47VY,63,F,505306.6666666667,215,0
38959O81MW,58,F,179938.66666666666,482,1
38967X26DB,36,F,650826.6666666666,333,0
38970X30XY,34,M,119805.0,19,0
38971H47JP,36,M,282772.0,395,1
38973T42EH,51,M,767468.0,301,0
38974N19YI,65,F,87736.0,1015,0
38976W33JB,40,M,489049.0,235,0
38980D52NS,41,M,140743.0,386,0
38980J21WX,45,M,651138.6666666666,217,0
38984R01DF,41,F,764154.6666666666,959,1
38985L09EA,33,F,447680.3333333334,406,1
38987B34PR,41,F,796178.6666666666,303,1
38991F44LH,52,M,421904.0,612,1
38991F72QD,51,F,473890.6666666667,308,1
38991N35GV,39,F,281101.3333333333,242,0
38992A83FO,27,M,162082.0,875,0
38992K20ZT,26,M,145544.0,266,0
38992U12YQ,43,F,309693.3333333333,144,0
38993R03XS,59,M,423204.0,347,1
38996U71FD,65,M,411229.0,425,1
38997M09GY,38,M,738024.0,360,1
38999L10TL,48,M,676696.0,207,0
39002H42LE,64,M,184454.0,366,1
39007A25MA,57,F,198986.66666666666,141,0
39008G08YA,62,M,691804.0,259,0
39008G94FI,65,F,158765.33333333334,180,0
39008J02KC,54,F,411608.0,985,1
39008V57JY,41,M,334636.0,388,1
39009E43CR,62,M,188215.0,440,1
39009Q16RO,62,F,423274.6666666667,247,1
39009R39KY,36,F,364576.0,479,1
39014D87FL,55,M,170381.0,369,1
39018O35VH,36,M,437615.0,214,0
39021W08QB,40,F,350032.0,383,1
39025L47MA,29,F,437911.0,296,1
39025Y80ID,25,M,299418.0,320,1
39034H80RU,62,M,698959.0,45,0
39039Z38KF,56,F,103106.66666666667,763,0
39041T60BG,62,M,327795.0,322,1
39042J86EY,59,M,95090.0,987,0
39042M04NF,32,F,182954.66666666666,165,0
39048D86YR,59,M,490974.0,893,1
39048U82IC,36,M,436804.0,496,0
39048W35MS,33,M,203447.0,664,1
39056K12WZ,33,M,138744.0,609,1
39063Q70NK,30,M,282469.0,60,0
39068A20KM,55,M,464791.0,212,0
39070D26CS,47,M,272365.0,373,1
39077E67MX,49,M,199859.0,393,0
39078M97XI,42,F,619712.0,762,1
39080R32FK,64,F,424314.6666666667,846,1
39087C42XJ,31,M,284748.0,189,1
39088Z84YH,47,M,445629.0,288,0
39090A56KH,34,F,202133.33333333334,404,1
39090M33RP,42,F,327370.6666666667,317,0
39092C20YY,31,F,405234.6666666667,294,0
39093U46LA,62,F,184224.0,138,0
39094T62DZ,31,F,214602.66666666666,228,1
39096O49BL,38,M,219280.0,336,1
39105U85CF,50,M,654021.3333333334,234,1
39107K35NI,35,M,194329.0,161,0
39110P78YB,50,F,335861.3333333333,456,1
39111R33PJ,63,M,407589.0,491,1
39111V12IM,39,F,662293.3333333334,35,0
39117I81GF,25,M,104588.0,421,1
39117L78RT,55,M,623521.0,46,1
39117X43FS,38,M,209011.0,429,0
39118A03HS,27,M,279954.0,78,1
39120R53TD,45,M,477584.0,446,1
39127G36SJ,44,M,527672.0,93,1
39127P06FJ,51,F,426024.0,283,1
39128D19MV,34,F,363207.0,371,1
39129F96FL,55,M,488129.0,321,0
39131B44YR,62,M,570529.0,749,1
39135B27GW,60,M,361351.0,13,1
39137M42LB,48,M,368900.0,329,0
39137P69IE,51,M,517476.0,52,0
39138K70XH,44,M,774685.3333333334,889,1
39142E86EA,48,M,497774.0,481,1
39143E95EC,53,F,157682.66666666666,258,1
39145D12UL,32,M,298487.0,443,1
39149R91KW,46,M,125469.0,65,0
39149V12BK,61,M,470624.0,603,1
39150I70EE,63,F,326981.3333333333,176,1
39150X75CG,50,M,763133.3333333334,773,1
39152P63PH,39,M,531184.0,406,1
39156Y75OB,52,M,297137.0,227,0
39156Z73QJ,42,M,175286.0,422,1
39166G46IM,49,M,187142.0,147,0
39170F00ZP,36,M,179147.0,415,1
39173A60UM,35,M,236157.0,923,1
39177C46GT,58,F,301072.0,854,1
39182X36DO,64,M,248233.0,208,1
39188F98AO,64,F,80005.33333333333,228,0
39196U80KV,58,F,103357.33333333333,392,0
39199Q74FS,57,M,157180.0,232,1
39203C51UA,30,F,362179.6666666666,353,0
39203D46XG,30,M,243729.0,110,1
39204T75KH,56,M,151654.0,125,0
39206F97QG,57,M,759614.0,331,1
39209E82CC,47,M,476622.0,317,0
39211G42JJ,34,F,385162.6666666667,25,0
39214S31ZQ,56,M,740792.0,458,1
39221Y62QZ,46,M,319459.0,402,1
39224L67FP,65,M,647534.0,306,1
39224N66NG,40,F,348218.6666666667,347,0
39224X34LO,57,F,488728.0,145,0
39229O43VZ,31,F,372210.6666666667,443,0
39231D76LL,60,M,797001.0,262,1
39233G52PA,26,F,317386.6666666667,313,0
39233Q15BP,35,M,134753.0,298,1
39240Q76SN,27,M,150103.0,305,0
39241R48RM,26,F,241064.0,201,1
39244L81XH,27,F,452264.0,311,1
39247S42EQ,36,M,615133.3333333334,285,1
39248V33SI,51,M,289050.0,7,0
39252B68VU,36,M,567944.0,107,1
39252L02MP,38,M,337417.0,158,0
39260D02KI,55,M,299114.0,349,0
39260K02EP,48,M,230973.0,347,1
39263C32ZR,39,F,514442.6666666667,171,0
39263T28PZ,63,F,304584.0,298,1
39263U93NZ,33,F,148866.66666666666,60,0
39264E10WJ,26,F,394178.6666666667,219,1
39265O53EJ,58,M,465633.0,346,1
39266W27PG,34,F,254210.66666666666,318,0
39267X25PX,41,F,470725.3333333333,513,1
39270C74RE,32,F,347335.3333333334,353,0
39274Z20MG,28,M,205369.0,255,0
39276I21KC,46,M,529706.6666666666,468,1
39277V35IE,40,M,340778.0,328,0
39279M67XJ,59,M,72312.0,492,0
39279S77MP,50,M,329228.0,164,1
39280V87OA,46,F,497264.0,239,1
39288E99YY,52,F,442253.3333333333,425,1
39291N66VD,56,F,341704.0,290,0
39293C67DI,43,M,362276.0,285,0
39293E63WJ,60,M,601533.0,798,1
39296J12FC,55,F,226922.66666666666,150,1
39298G52IY,59,M,451336.0,300,1
39304V74CX,63,F,88445.33333333333,351,0
39305K54TQ,56,M,785489.0,372,1
39309U15ZI,49,M,425489.0,492,0
39310F91VT,41,M,343600.0,239,1
39310I97SG,60,F,327738.6666666667,372,1
39311B23UV,61,M,798063.0,852,1
39316H69UV,46,M,636562.6666666666,358,0
39317I71TG,65,M,577609.0,47,0
39317J05AP,50,F,369874.6666666667,582,1
39317O66YC,45,F,278277.3333333333,316,0
39329B41MX,27,M,198355.0,955,1
39329E78IC,62,F,104090.66666666667,335,0
39333N67KX,37,M,743888.0,684,1
39334P89RI,35,F,407494.6666666666,465,1
39334W42CA,34,M,136142.0,298,0
39336Z47BO,39,F,407490.6666666667,379,1
39337U62YV,28,F,368978.6666666667,408,0
39338S18BD,38,F,287525.3333333333,324,0
39340J13WH,35,F,322164.3333333333,280,0
39342S64BY,59,F,405458.6666666667,472,1
39343L45RX,65,F,336544.0,244,0
39348A50SN,42,F,602941.3333333334,688,1
39350Y54XO,27,F,318365.3333333333,25,1
39353H35FQ,26,M,192401.0,108,0
39353W07XP,58,F,247045.33333333334,377,1
39354D35MF,60,F,368597.3333333333,277,1
39354Y49FV,33,M,225278.0,65,0
39357R07UX,41,F,306621.3333333333,370,0
39364A74YE,32,F,222032.0,251,0
39366R76AO,53,F,454384.0,22,0
39367E51RW,35,M,118570.0,720,1
39371C14NP,59,F,494309.3333333333,876,1
39372V39IL,50,F,790858.6666666666,259,1
39373A51MS,62,F,323429.3333333333,413,1
39384D41BE,41,F,281192.0,98,0
39384H61XB,44,M,180584.0,360,0
39385Q76MG,31,F,361778.6666666667,226,1
39386B17SF,53,F,357370.6666666667,120,0
39389B76YN,36,F,718229.3333333334,449,1
39391A72AH,60,F,482816.0,55,0
39394J98IU,38,F,333117.3333333333,398,1
39394K51MX,55,F,458165.3333333333,112,1
39398K80BL,45,M,439521.0,223,0
39399V21UN,48,M,443792.0,309,0
39400L25LF,59,M,293226.0,229,0
39401E76QW,47,M,400695.0,454,1
39401N80CQ,56,F,94400.0,275,0
39405D11VX,43,F,290744.0,368,1
39407T29XP,35,M,117051.0,356,0
39410J20NV,63,F,214109.33333333334,756,1
39413P39IE,64,M,354294.0,50,0
39416L06QT,42,F,445570.6666666667,700,0
39417E68JJ,46,F,400032.0,385,0
39417E95EA,36,F,549608.0,494,1
39418H73EA,38,M,125290.0,494,1
39421D27EN,44,F,367760.0,464,0
39421E90UI,53,F,451016.0,800,1
39423Z76HE,28,M,246168.0,269,0
39430F14WZ,63,M,514853.0,252,0
39431N04SZ,46,F,568514.6666666666,34,0
39434U98BQ,59,F,463069.3333333333,128,0
39435C08XO,47,M,687485.3333333334,250,0
39441Q46BI,59,M,540637.0,866,0
39448T44KN,64,M,250576.0,445,1
39450G68ZO,44,M,669205.3333333334,165,0
39454G42LV,65,M,439611.0,342,1
39454Q80VR,63,F,258685.33333333334,340,0
39461E32IQ,50,F,697090.6666666666,388,1
39461M25LD,52,M,546326.0,278,1
39463L63UZ,49,M,284445.0,359,1
39469O80WR,63,M,768375.0,971,1
39469S93NB,58,M,578257.0,1004,1
39473P52PX,59,F,256869.33333333334,145,0
39476M35OX,53,F,513370.6666666667,288,1
39478I59GZ,33,F,323160.0,392,1
39478X54ZQ,54,M,762865.0,354,0
39482J53QV,55,M,482147.0,266,0
39484G08JF,48,M,489335.0,362,1
39489K99IP,45,M,489622.0,194,1
39491F98PX,46,M,266287.0,214,1
39498B34NN,58,F,154410.66666666666,82,0
39505C00YN,62,M,466825.0,294,0
39506K49BZ,39,M,321075.0,301,0
39509S41VH,47,M,255883.0,239,1
39509S43QX,33,M,158355.0,326,1
39510X24LD,58,M,495124.0,280,0
39511N34GX,29,M,101936.0,874,0
39512A84OX,34,M,121470.0,279,0
39517G75AL,48,M,369619.0,263,1
39519G39KK,47,F,397648.0,419,1
39520H85ZO,52,M,443881.0,108,1
39520U84LW,26,M,240658.0,730,1
39520Z59VE,31,M,222859.0,872,1
39522D62AF,38,M,780992.0,275,1
39522D64FU,48,M,556573.3333333334,251,1
39524K00TP,58,M,170803.0,361,0
39525I63SX,39,F,519850.6666666667,489,1
39529V20LT,38,M,396074.0,357,1
39531I18KT,65,F,130448.0,472,0
39532W23DC,40,M,325273.0,421,0
39535Q82FP,29,M,243808.0,236,1
39537D50JM,48,M,321149.0,303,0
39537L27HB,47,F,628701.3333333334,458,1
39538O94ND,58,M,188856.0,477,1
39539V91JA,27,F,410734.6666666666,319,0
39542A71CR,26,F,414469.3333333333,36,0
39544L15YW,45,M,704856.0,1011,1
39544U60PH,29,M,137609.0,372,1
39545M86BZ,25,M,215476.0,259,0
39546H00XV,33,F,421580.3333333334,233,1
39547V45ML,30,F,376064.0,27,0
39548C44WD,40,F,705144.0,413,1
39548T10CC,38,F,656554.6666666666,222,0
39548Y26QV,32,F,213824.0,265,0
39550D46QE,29,F,222602.66666666666,264,0
39553V59NP,59,F,492928.0,671,1
39558N39QE,43,F,466424.0,196,0
39562W87SZ,54,M,667962.0,378,1
39570B68VW,53,F,151725.33333333334,77,0
39570Z17QY,36,F,297488.0,537,0
39572B68FA,57,F,200378.66666666666,363,1
39574B56VT,65,M,164334.0,281,1
39574I40JJ,30,F,379927.3333333334,427,1
39576F00XJ,44,M,444288.0,434,1
39582H73RP,47,M,706256.0,840,1
39584H22LJ,43,M,372677.0,310,1
39584I99JV,40,F,474104.0,964,1
39586J23KD,38,F,549016.0,459,1
39586V49ZO,61,F,257624.0,282,1
39589S09TY,36,F,290752.0,106,0
39601F28CM,29,F,142093.33333333334,364,0
39601Y13KL,55,M,713625.0,328,0
39609X17KZ,62,F,498965.3333333333,311,0
39609Y51KN,35,M,205350.0,371,1
39610A52OS,50,M,407970.0,425,1
39610S03WM,48,M,249151.0,391,1
39611Y43KL,25,F,377442.6666666667,310,0
39612K48JV,51,M,328343.0,313,0
39614K84GI,42,M,143693.0,15,0
39618T61ZA,40,F,619264.0,344,1
39621Q32EG,35,F,275136.0,281,1
39622V63CC,63,F,132717.33333333334,69,0
39632H51IG,49,F,722021.3333333334,250,1
39636U37XN,45,M,725082.6666666666,473,1
39637I21OQ,57,F,83397.33333333333,2,0
39637X40YE,46,M,100820.0,20,0
39639Q52MT,51,F,350013.3333333333,485,1
39641F16HX,62,M,343617.0,382,1
39650C99BN,58,F,529485.3333333334,237,1
39653H73KM,61,F,330293.3333333333,57,1
39660B83IQ,42,M,466825.0,440,1
39667C39YA,39,M,280278.0,190,0
39669I60FD,65,M,224652.0,258,1
39669R58JR,56,F,264610.6666666667,298,0
39671H01ZT,29,F,166794.66666666666,325,1
39674S71MT,25,M,227407.0,783,1
39675H90DK,61,M,369357.0,500,1
39676A64TQ,57,F,188154.66666666666,480,1
39676L77KI,50,F,498242.6666666667,857,1
39676N61KH,61,M,349469.0,156,1
39676P09ZG,49,M,459811.0,459,1
39676Y75SP,49,F,468424.0,943,1
39680B00QS,27,F,382786.0,204,1
39682I29CD,57,F,360362.6666666667,221,0
39684A95DA,41,M,340978.0,3,0
39689H74KG,42,M,643368.0,852,1
39695G97YB,25,M,218614.0,324,1
39695H91NG,58,M,141104.0,206,0
39695X23YX,32,M,260540.0,634,1
39700M77VP,60,F,348330.6666666667,735,1
39705S11RG,30,F,308187.0,282,1
39706A61ED,52,M,630338.0,279,1
39710O58YT,46,M,420577.0,94,1
39713H26VW,25,M,247786.0,271,1
39715G54HN,27,F,201485.33333333334,415,1
39718A73GX,48,M,160998.0,420,1
39718E59XZ,57,F,430776.0,378,0
39718K60AQ,34,F,415330.6666666667,410,1
39720Q46TA,40,M,283355.0,61,0
39722S63AK,33,F,384107.6666666666,321,0
39723I40MW,48,M,383844.0,192,1
39725W46AT,52,F,275069.3333333333,249,1
39728L35XT,32,F,389047.6666666666,214,0
39728S21QM,32,M,223712.0,486,1
39738C44CW,39,M,313822.0,316,0
39742B17HX,65,M,571860.0,211,0
39742F22RM,33,F,269112.0,250,0
39749G31QS,39,M,282030.0,239,1
39750E49RJ,43,M,139125.0,437,0
39750T87MB,52,M,247017.0,89,0
39752B25HT,51,F,298029.3333333333,89,0
39752Q67UZ,45,F,763082.6666666666,585,1
39753B63RE,64,M,408579.0,262,0
39754U77JS,65,M,759615.0,229,1
39757K93CX,64,F,371242.6666666667,335,1
39758G59MC,61,M,583625.0,875,1
39758T73RK,54,M,337189.0,247,0
39762M00GW,32,M,175347.0,644,1
39762V72MH,65,M,746837.0,365,1
39766G69TT,48,M,291689.0,434,1
